Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000007107	slc22a18	LG1	+	7129875	7156220	1.284812	2.163486	2.610210
ENSONIG00000007109	NR2E3	LG1	+	7171567	7176471	0.000000	0.000000	0.000000
ENSONIG00000007124	-	LG1	-	7195750	7200487	0.000000	0.000000	0.000000
ENSONIG00000007125	mpped2a	LG1	+	7303478	7371514	7.704027	11.076591	13.363723
ENSONIG00000007127	zdhhc13	LG1	+	7422024	7431789	28.266830	59.322903	71.572090
ENSONIG00000007132	csrp3	LG1	-	7434193	7436976	1.670836	2.744415	3.311090
ENSONIG00000007135	e2f8	LG1	-	7441730	7448489	5.402738	7.767876	9.371812
ENSONIG00000007138	NAV2	LG1	+	7457921	7664448	0.973108	4.715666	5.689372
ENSONIG00000007144	dbx1a	LG1	-	7666685	7669422	0.000000	0.000000	0.000000
ENSONIG00000032653	pdcd7	LG1	+	7722236	7734941	3.635395	5.555562	6.702693
ENSONIG00000031699	UBAP1L	LG1	+	7737676	7742473	0.000000	0.000000	0.000000
ENSONIG00000034413	rasl12	LG1	+	7753716	7759608	1.969086	2.831086	3.415658
ENSONIG00000010416	uqcrfs1	LG1	-	7772831	7775808	56.909370	81.822380	98.717346
ENSONIG00000042873	-	LG1	+	7780012	7781346	0.000000	0.000000	0.000000
ENSONIG00000014631	mtfmt	LG1	+	7786001	7796116	3.850926	8.744429	10.550007
ENSONIG00000028987	5S_rRNA	LG1	-	7790502	7790618	0.000000	0.000000	0.000000
ENSONIG00000041873	-	LG1	+	7799953	7800957	0.000000	0.000000	0.000000
ENSONIG00000038233	-	LG1	+	7872092	7876615	0.000000	0.000000	0.000000
ENSONIG00000008282	pacsin3	LG1	+	7884943	7911016	14.316597	20.583923	24.834160
ENSONIG00000030708	5S_rRNA	LG1	+	7888690	7888808	0.000000	0.000000	0.000000
ENSONIG00000042169	-	LG1	-	7946262	7960271	3.532040	5.078249	6.126822
ENSONIG00000015033	-	LG1	+	7963789	7969435	15.374634	22.322920	26.932228
ENSONIG00000015031	-	LG1	+	7971921	7972112	12.421875	17.859755	21.547497
ENSONIG00000027733	mesd	LG1	+	7972648	7976431	20.411407	29.346838	35.406471
ENSONIG00000040573	-	LG1	-	7979218	7980318	0.000000	0.000000	0.000000
ENSONIG00000001973	CEMIP	LG1	-	7982044	8161543	0.000000	0.000000	0.000000
ENSONIG00000036152	-	LG1	+	8016330	8017862	0.000000	0.000000	0.000000
ENSONIG00000040244	abhd17c	LG1	-	8192446	8225398	0.483549	1.527529	1.842938
ENSONIG00000001978	arnt2	LG1	-	8258104	8353319	5.524800	18.625151	22.470934
ENSONIG00000030455	-	LG1	+	8278110	8279333	0.000000	0.000000	0.000000
ENSONIG00000035535	5S_rRNA	LG1	+	8283137	8283255	0.000000	0.000000	0.000000
ENSONIG00000034177	-	LG1	+	8324216	8327245	0.000000	0.000000	0.000000
ENSONIG00000037906	fah	LG1	-	8384725	8404318	1.115471	2.677407	3.230247
ENSONIG00000028091	lto1	LG1	-	8439982	8442585	8.210784	11.805189	14.242764
ENSONIG00000018091	fgf3	LG1	+	8508352	8512488	0.000000	0.000000	0.000000
ENSONIG00000038942	-	LG1	+	8566438	8613648	0.000000	0.000000	0.000000
ENSONIG00000040953	-	LG1	-	8582415	8586738	0.000000	0.000000	0.000000
ENSONIG00000029025	-	LG1	-	8587134	8587826	0.000000	0.000000	0.000000
ENSONIG00000041528	-	LG1	-	8606314	8612674	0.000000	0.000000	0.000000
ENSONIG00000030513	-	LG1	+	8607513	8608910	0.000000	0.000000	0.000000
ENSONIG00000032798	-	LG1	+	8619036	8622965	0.000000	0.000000	0.000000
ENSONIG00000007898	TNNT3	LG1	+	8626896	8655406	33.526775	66.791656	80.583015
ENSONIG00000007897	myod2	LG1	-	8656120	8660397	0.000000	0.000000	0.000000
ENSONIG00000026233	-	LG1	+	8660939	8665611	0.000000	0.000000	0.000000
ENSONIG00000007889	OTOG	LG1	-	8674093	8741625	0.000000	0.000000	0.000000
ENSONIG00000041851	-	LG1	-	8750831	8752255	0.000000	0.000000	0.000000
ENSONIG00000038030	-	LG1	+	8757253	8771289	0.000000	0.000000	0.000000
ENSONIG00000008300	celf1	LG1	-	8820551	8891750	0.000000	0.000000	0.000000
ENSONIG00000041355	-	LG1	+	8866814	8869558	0.000000	0.000000	0.000000
ENSONIG00000027795	A3GALT2	LG1	-	8947014	8951598	42.317177	67.223175	81.103645
ENSONIG00000042626	-	LG1	+	8947724	8949151	0.000000	0.000000	0.000000
ENSONIG00000036840	MAPK8IP1	LG1	-	8966788	9015384	0.000000	0.000000	0.000000
ENSONIG00000027873	-	LG1	-	9017023	9020457	0.000000	0.000000	0.000000
ENSONIG00000034018	-	LG1	-	9024438	9026284	0.000000	0.000000	0.000000
ENSONIG00000040487	-	LG1	-	9113167	9114180	0.000000	0.000000	0.000000
ENSONIG00000031906	-	LG1	-	9127248	9144199	0.000000	0.000000	0.000000
ENSONIG00000005915	-	LG1	+	9328157	9356191	2.084603	9.488663	11.447914
ENSONIG00000005912	slc1a2a	LG1	+	9358522	9380115	0.000000	0.000000	0.000000
ENSONIG00000042636	hsd17b12b	LG1	-	9379675	9594270	9.343878	18.276327	22.050085
ENSONIG00000005908	apip	LG1	+	9395478	9406053	4.658107	13.530802	16.324686
ENSONIG00000020451	LRRC4C	LG1	+	9476612	9478498	0.000000	0.000000	0.000000
ENSONIG00000036270	-	LG1	-	9568264	9569486	0.000000	0.000000	0.000000
ENSONIG00000005886	ttc17	LG1	-	9617116	9634761	4.986572	10.204355	12.311384
ENSONIG00000040460	traf6	LG1	+	9634545	9639789	5.769951	8.503585	10.259433
ENSONIG00000005867	trpm5	LG1	-	9640814	9658304	0.000000	0.000000	0.000000
ENSONIG00000005859	kcnq1.1	LG1	-	9665425	9706230	0.000000	0.000000	0.000000
ENSONIG00000034475	luzp2	LG1	+	9799702	9940679	1.598248	2.297907	2.772387
ENSONIG00000023333	-	LG1	-	10092819	10112769	37.243313	53.547188	64.603783
ENSONIG00000020450	fibinb	LG1	+	10143529	10144158	9.176190	13.193218	15.917397
ENSONIG00000005854	bbox1	LG1	+	10150923	10168779	0.000000	0.000000	0.000000
ENSONIG00000005841	MADD	LG1	-	10157864	10211197	1.807969	6.117613	7.380798
ENSONIG00000005828	nr1h3	LG1	-	10222043	10231276	13.968736	20.612806	24.869007
ENSONIG00000031018	arl14ep	LG1	+	10233638	10238001	12.657761	18.198904	21.956675
ENSONIG00000005824	KCNA4	LG1	+	10263597	10265701	0.000000	0.000000	0.000000
ENSONIG00000005822	cd151l	LG1	-	10367274	10385536	32.622555	46.903614	56.588428
ENSONIG00000005821	tmem138	LG1	+	10393108	10395062	0.000000	0.000000	0.000000
ENSONIG00000005817	-	LG1	-	10395749	10416368	0.000000	0.000000	0.000000
ENSONIG00000005804	ddb1	LG1	+	10416303	10461039	15.260458	24.779232	29.895733
ENSONIG00000027294	tspan4a	LG1	-	10478910	10637100	3.931698	6.781636	8.181931
ENSONIG00000005800	taldo1	LG1	+	10640399	10849886	52.370781	192.632965	232.408463
ENSONIG00000005791	SIN3A	LG1	+	10671208	10816822	4.309645	7.169439	8.649808
ENSONIG00000012848	crabp1b	LG1	-	10687975	10694891	4.159350	13.430882	16.204138
ENSONIG00000005782	slc25a44b	LG1	-	10698540	10702816	1.322107	1.900881	2.293381
ENSONIG00000005774	PSMA4	LG1	+	10704614	10736171	27.549276	39.609425	47.788109
ENSONIG00000005770	rbpms2b	LG1	+	10736673	10747278	22.095322	64.581520	77.916527
ENSONIG00000005763	cpeb1b	LG1	+	10757202	10766850	0.000000	0.000000	0.000000
ENSONIG00000034644	rps17	LG1	-	10771897	10777132	1373.581055	2015.330200	2431.462158
ENSONIG00000005753	csnk1g1	LG1	-	10778694	10812687	0.957560	7.252649	8.750200
ENSONIG00000005744	SNX1	LG1	-	10817945	10826369	5.191073	13.163328	15.881334
ENSONIG00000005730	neo1a	LG1	-	10832218	10983304	0.945857	4.021766	4.852194
ENSONIG00000005728	bbs4	LG1	-	11050013	11058612	1.292783	2.064932	2.491306
ENSONIG00000005721	scamp2l	LG1	-	11066182	11071027	21.881527	31.460524	37.956596
ENSONIG00000005713	myo9aa	LG1	-	11075504	11171015	1.035596	6.995553	8.440017
ENSONIG00000020449	senp8	LG1	+	11172333	11172998	3.393393	4.878907	5.886320
ENSONIG00000005711	GRAMD2A	LG1	-	11185029	11208766	1.400155	2.128649	2.568180
ENSONIG00000005706	znf609b	LG1	-	11213538	11264042	1.247342	1.975750	2.383709
ENSONIG00000005703	trip4	LG1	-	11299282	11379202	3.057595	4.396108	5.303830
ENSONIG00000005698	chrna7a	LG1	-	11382715	11404288	0.000000	0.000000	0.000000
ENSONIG00000005697	cln6a	LG1	+	11390620	11416947	1.283617	7.054813	8.511515
ENSONIG00000030053	-	LG1	-	11419409	11420554	0.000000	0.000000	0.000000
ENSONIG00000005678	ADAMTS7	LG1	-	11429247	11500328	0.000000	0.000000	0.000000
ENSONIG00000005664	itga11a	LG1	-	11508144	11559419	1.950678	5.440415	6.563770
ENSONIG00000041808	-	LG1	-	11565197	11567266	0.000000	0.000000	0.000000
ENSONIG00000005661	CORO2B	LG1	+	11583653	11627688	1.260961	3.064240	3.696954
ENSONIG00000005652	anp32a	LG1	-	11627454	11633330	13.128940	35.928341	43.346943
ENSONIG00000013224	glceb	LG1	+	11692606	11745431	2.100936	3.020655	3.644370
ENSONIG00000013225	paqr5a	LG1	+	11762389	11771725	39.334545	56.553886	68.231323
ENSONIG00000027988	-	LG1	+	11773847	11774642	0.000000	0.000000	0.000000
ENSONIG00000002977	-	LG1	-	11774631	11775895	0.000000	0.000000	0.000000
ENSONIG00000013226	kif23	LG1	+	11775851	11789159	1.906379	2.830802	3.415316
ENSONIG00000013230	TLE3	LG1	-	11923413	11949569	4.732856	13.595972	16.403313
ENSONIG00000042496	-	LG1	-	12003347	12059922	0.000000	0.000000	0.000000
ENSONIG00000013232	UACA	LG1	-	12081065	12118593	2.313531	3.444415	4.155630
ENSONIG00000013241	-	LG1	-	12124118	12133717	7.849884	17.292225	20.862780
ENSONIG00000013250	-	LG1	-	12141131	12143767	0.000000	0.000000	0.000000
ENSONIG00000013251	PIAS1	LG1	-	12149998	12203602	1.212121	1.814256	2.188869
ENSONIG00000027793	-	LG1	-	12208497	12211097	0.000000	0.000000	0.000000
ENSONIG00000013261	skor1a	LG1	-	12223569	12229601	0.000000	0.000000	0.000000
ENSONIG00000036681	map2k5	LG1	-	12246260	12304178	3.287917	4.746143	5.726143
ENSONIG00000013271	-	LG1	-	12330771	12356255	5.484492	7.885418	9.513626
ENSONIG00000013280	smad6a	LG1	-	12413990	12430157	32.198711	46.294228	55.853214
ENSONIG00000013283	tmem208	LG1	-	12445314	12447701	21.483232	30.887873	37.265701
ENSONIG00000042582	-	LG1	-	12449430	12450786	0.000000	0.000000	0.000000
ENSONIG00000020887	STOM	LG1	+	12449845	12450913	8.805555	12.660332	15.274479
ENSONIG00000013286	slc39a1	LG1	+	12456295	12460490	2.331119	3.351605	4.043655
ENSONIG00000013290	ABHD2	LG1	-	12499777	12512768	12.756082	21.478323	25.913239
ENSONIG00000013296	mfge8a	LG1	+	12514343	12526400	5.032422	15.786167	19.045748
ENSONIG00000013302	HAPLN3	LG1	+	12529402	12532196	6.213995	8.934274	10.779052
ENSONIG00000013305	mibp2	LG1	+	12541708	12543898	1264.587891	1818.182007	2193.606445
ENSONIG00000013317	slc30a4	LG1	+	12552398	12577993	6.941378	17.378111	20.966402
ENSONIG00000013314	bloc1s6	LG1	-	12554005	12558470	19.340120	27.806576	33.548168
ENSONIG00000038594	zgc:153317	LG1	-	12574069	12575302	76.234039	109.606743	132.238708
ENSONIG00000021870	oni-mir-147	LG1	-	12574206	12574268	0.000000	0.000000	0.000000
ENSONIG00000013321	afg2b	LG1	-	12575591	12580353	3.563277	5.123160	6.181007
ENSONIG00000013323	-	LG1	+	12582434	12599125	11.696523	19.781347	23.865868
ENSONIG00000013335	dtwd1	LG1	-	12599677	12606553	2.591043	3.725315	4.494530
ENSONIG00000013338	fgf7	LG1	-	12612783	12617858	6.639063	9.545423	11.516393
ENSONIG00000013341	cops2	LG1	+	12654545	12662016	26.184031	43.197556	52.117126
ENSONIG00000013343	SECISBP2L	LG1	+	12664980	12679196	8.501241	15.022880	18.124853
ENSONIG00000013348	FBN1	LG1	+	12712249	12771472	18.430758	29.811752	35.967384
ENSONIG00000013362	dut	LG1	-	12772693	12775554	29.137529	52.867832	63.784161
ENSONIG00000013374	myef2	LG1	+	12800690	12810272	10.218196	25.847054	31.184040
ENSONIG00000033946	slc24a5	LG1	-	12811334	12816399	0.000000	0.000000	0.000000
ENSONIG00000042066	-	LG1	+	12821815	12823477	19.739424	28.380682	34.240818
ENSONIG00000035518	-	LG1	-	12828186	12829301	0.000000	0.000000	0.000000
ENSONIG00000039742	ppef1	LG1	+	12846051	12855446	0.000000	0.000000	0.000000
ENSONIG00000037084	PHKA2	LG1	-	12863245	12878096	4.032317	7.844760	9.464572
ENSONIG00000037078	-	LG1	-	12933952	12936462	0.000000	0.000000	0.000000
ENSONIG00000034341	-	LG1	-	12941476	12944167	0.000000	0.000000	0.000000
