Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000028697	-	LG1	-	4164218	4173197	0.000000	0.000000	0.000000
ENSONIG00000018095	zgc:153993	LG1	+	4176264	4184080	19.774315	22.380079	27.975641
ENSONIG00000041456	ccnd1	LG1	-	4245419	4248541	2.380482	2.694170	3.367779
ENSONIG00000039148	-	LG1	+	4260090	4263482	0.000000	0.000000	0.000000
ENSONIG00000042913	-	LG1	+	4370982	4372604	0.000000	0.000000	0.000000
ENSONIG00000032417	-	LG1	-	4391508	4395329	0.000000	0.000000	0.000000
ENSONIG00000035277	-	LG1	+	4441995	4445186	0.000000	0.000000	0.000000
ENSONIG00000005417	vps35	LG1	+	4520271	4558391	15.427113	61.410885	76.765091
ENSONIG00000041258	-	LG1	-	4551113	4553239	0.000000	0.000000	0.000000
ENSONIG00000005410	ANO9	LG1	-	4560534	4577946	10.319541	12.807563	16.009764
ENSONIG00000028794	-	LG1	-	4579875	4582475	0.000000	0.000000	0.000000
ENSONIG00000039376	-	LG1	-	4599521	4601042	15.799171	17.881109	22.351822
ENSONIG00000005403	shcbp1	LG1	+	4606900	4621164	4.088039	12.293420	15.367074
ENSONIG00000005401	spg21	LG1	-	4624279	4637105	55.573822	62.897076	78.622871
ENSONIG00000005479	LRRK1	LG1	+	4663008	4766483	3.038961	5.505557	6.882080
ENSONIG00000028995	-	LG1	-	4675510	4677123	0.000000	0.000000	0.000000
ENSONIG00000034634	-	LG1	-	4770987	4773209	0.000000	0.000000	0.000000
ENSONIG00000040572	-	LG1	+	4780010	4798196	0.000000	0.000000	0.000000
ENSONIG00000038365	-	LG1	+	4787579	4790530	0.000000	0.000000	0.000000
ENSONIG00000013802	ADAMTS17	LG1	+	4800203	4949828	0.000000	0.000000	0.000000
ENSONIG00000013805	MINAR1	LG1	+	4954084	4969323	0.000000	0.000000	0.000000
ENSONIG00000033071	-	LG1	+	4977674	4980274	0.000000	0.000000	0.000000
ENSONIG00000013807	mthfs	LG1	-	4988998	4995772	4.392830	4.971696	6.214741
ENSONIG00000013809	CERS3	LG1	-	5013197	5036000	10.747708	21.477867	26.847853
ENSONIG00000028048	-	LG1	+	5027311	5030013	0.000000	0.000000	0.000000
ENSONIG00000013810	-	LG1	-	5041348	5048065	3.142582	3.556696	4.445957
ENSONIG00000039807	asb7	LG1	+	5050951	5064065	3.013103	3.410155	4.262777
ENSONIG00000032648	-	LG1	-	5069445	5070992	0.000000	0.000000	0.000000
ENSONIG00000037983	-	LG1	-	5071656	5074256	0.000000	0.000000	0.000000
ENSONIG00000038449	-	LG1	-	5097023	5099029	0.000000	0.000000	0.000000
ENSONIG00000015036	ankdd1a	LG1	+	5100818	5106306	1.821918	2.062001	2.577552
ENSONIG00000015038	-	LG1	-	5116191	5122672	154.396973	381.584961	476.990479
ENSONIG00000015044	-	LG1	+	5184463	5198133	16.355228	18.510443	23.138500
ENSONIG00000015047	STARD5	LG1	-	5202171	5216339	1.962137	2.220698	2.775926
ENSONIG00000034411	oni-mir-10621b	LG1	+	5206787	5206849	0.000000	0.000000	0.000000
ENSONIG00000015050	TMC3	LG1	-	5217035	5250743	0.000000	0.000000	0.000000
ENSONIG00000033969	pole3	LG1	-	5265248	5279453	13.770463	15.585069	19.481714
ENSONIG00000015056	kmt5b	LG1	+	5285710	5292425	0.000000	0.000000	0.000000
ENSONIG00000015057	cd82a	LG1	+	5317580	5364261	0.000000	0.000000	0.000000
ENSONIG00000032466	oni-mir-10671	LG1	+	5326044	5326097	0.000000	0.000000	0.000000
ENSONIG00000015060	HERC1	LG1	-	5412679	5493403	8.040476	9.142518	11.428370
ENSONIG00000021931	U6	LG1	-	5420599	5420706	0.000000	0.000000	0.000000
ENSONIG00000015069	dapk2a	LG1	-	5506564	5532609	0.000000	0.000000	0.000000
ENSONIG00000028146	-	LG1	+	5533843	5552199	0.000000	0.000000	0.000000
ENSONIG00000015072	rab11a	LG1	+	5556653	5567113	12.564727	23.298105	29.123198
ENSONIG00000007145	htatip2	LG1	+	5707537	5710487	17.248838	19.521807	24.402733
ENSONIG00000007146	prmt3	LG1	+	5719082	5780348	6.149114	11.843284	14.804392
ENSONIG00000007148	slc6a5	LG1	+	5785583	5803871	0.000000	0.000000	0.000000
ENSONIG00000032200	-	LG1	+	5919000	5920013	0.000000	0.000000	0.000000
ENSONIG00000007149	NELL1	LG1	+	5944297	6230548	0.000000	0.000000	0.000000
ENSONIG00000029700	-	LG1	-	6094926	6100651	0.000000	0.000000	0.000000
ENSONIG00000040626	-	LG1	-	6173139	6174357	0.000000	0.000000	0.000000
ENSONIG00000021671	-	LG1	-	6306569	6306682	0.000000	0.000000	0.000000
ENSONIG00000021722	-	LG1	-	6307716	6307820	0.000000	0.000000	0.000000
ENSONIG00000007159	lrp4	LG1	-	6310996	6419391	0.000000	0.000000	0.000000
ENSONIG00000030923	A3GALT2	LG1	-	6536410	6539964	0.000000	0.000000	0.000000
ENSONIG00000027339	-	LG1	+	6545934	6547562	0.000000	0.000000	0.000000
ENSONIG00000039443	-	LG1	+	6548187	6552164	0.000000	0.000000	0.000000
ENSONIG00000033146	-	LG1	-	6583663	6586091	0.000000	0.000000	0.000000
ENSONIG00000039821	-	LG1	+	6583663	6589396	0.000000	0.000000	0.000000
ENSONIG00000039361	A3GALT2	LG1	-	6623245	6626193	0.000000	0.000000	0.000000
ENSONIG00000028598	A3GALT2	LG1	-	6631728	6634593	0.000000	0.000000	0.000000
ENSONIG00000028428	A3GALT2	LG1	-	6683026	6691820	0.000000	0.000000	0.000000
ENSONIG00000039724	A3GALT2	LG1	-	6738637	6741584	0.000000	0.000000	0.000000
ENSONIG00000030911	-	LG1	+	6745286	6747886	0.000000	0.000000	0.000000
ENSONIG00000027321	-	LG1	-	6751517	6753948	0.000000	0.000000	0.000000
ENSONIG00000039675	-	LG1	-	6794167	6799245	3.851003	4.358469	5.448193
ENSONIG00000007063	ero1a	LG1	-	6800237	6809299	9.647614	11.397044	14.246582
ENSONIG00000007076	SAMD4A	LG1	+	6814322	6884361	0.000000	0.000000	0.000000
ENSONIG00000007079	gch1	LG1	-	6897867	6913629	0.000000	0.000000	0.000000
ENSONIG00000007084	wdhd1	LG1	-	6917015	6937444	3.189110	5.194772	6.493591
ENSONIG00000007087	DENND4A	LG1	+	6976495	7080747	0.000000	0.000000	0.000000
ENSONIG00000042264	-	LG1	-	7039370	7040413	0.000000	0.000000	0.000000
ENSONIG00000007103	HACD3	LG1	-	7115216	7126910	7.823129	10.937323	13.671919
ENSONIG00000007107	slc22a18	LG1	+	7129875	7156220	1.531429	2.029939	2.537474
ENSONIG00000007114	-	LG1	+	7180125	7190733	0.000000	0.000000	0.000000
ENSONIG00000007125	mpped2a	LG1	+	7303478	7371514	7.428188	8.407039	10.509003
ENSONIG00000007127	zdhhc13	LG1	+	7422024	7431789	30.849665	50.964470	63.706825
ENSONIG00000007132	csrp3	LG1	-	7434193	7436976	1.336870	1.895066	2.368878
ENSONIG00000007135	e2f8	LG1	-	7441730	7448489	4.594409	5.199838	6.499924
ENSONIG00000007138	NAV2	LG1	+	7457921	7664448	0.475447	1.813661	2.267120
ENSONIG00000007144	dbx1a	LG1	-	7666685	7669422	0.000000	0.000000	0.000000
ENSONIG00000032653	pdcd7	LG1	+	7722236	7734941	4.654667	5.599341	6.999312
ENSONIG00000031699	UBAP1L	LG1	+	7737676	7742473	0.000000	0.000000	0.000000
ENSONIG00000020976	KBTBD13	LG1	-	7743058	7744554	0.000000	0.000000	0.000000
ENSONIG00000034413	rasl12	LG1	+	7753716	7759608	3.032258	3.431834	4.289876
ENSONIG00000010416	uqcrfs1	LG1	-	7772831	7775808	100.179253	113.380394	141.728241
ENSONIG00000014631	mtfmt	LG1	+	7786001	7796116	6.429715	11.515576	14.394750
ENSONIG00000028987	5S_rRNA	LG1	-	7790502	7790618	0.000000	0.000000	0.000000
ENSONIG00000041873	-	LG1	+	7799953	7800957	0.000000	0.000000	0.000000
ENSONIG00000038233	-	LG1	+	7872092	7876615	0.000000	0.000000	0.000000
ENSONIG00000008282	pacsin3	LG1	+	7884943	7911016	11.069735	12.528451	15.660869
ENSONIG00000030708	5S_rRNA	LG1	+	7888690	7888808	0.000000	0.000000	0.000000
ENSONIG00000042169	-	LG1	-	7946262	7960271	2.237451	2.532292	3.165426
ENSONIG00000015033	-	LG1	+	7963789	7969435	24.920000	28.481709	35.602829
ENSONIG00000015031	-	LG1	+	7971921	7972112	12.578125	14.235610	17.794857
ENSONIG00000027733	mesd	LG1	+	7972648	7976431	26.924757	30.472773	38.091705
ENSONIG00000040573	-	LG1	-	7979218	7980318	0.000000	0.000000	0.000000
ENSONIG00000001973	CEMIP	LG1	-	7982044	8161543	0.000000	0.000000	0.000000
ENSONIG00000036152	-	LG1	+	8016330	8017862	0.000000	0.000000	0.000000
ENSONIG00000040244	abhd17c	LG1	-	8192446	8225398	0.000000	0.000000	0.000000
ENSONIG00000028423	-	LG1	+	8247900	8249834	0.000000	0.000000	0.000000
ENSONIG00000001978	arnt2	LG1	-	8258104	8353319	5.366575	14.230372	17.788311
ENSONIG00000030455	-	LG1	+	8278110	8279333	0.000000	0.000000	0.000000
ENSONIG00000035535	5S_rRNA	LG1	+	8283137	8283255	0.000000	0.000000	0.000000
ENSONIG00000034177	-	LG1	+	8324216	8327245	0.000000	0.000000	0.000000
ENSONIG00000037906	fah	LG1	-	8384725	8404318	2.834912	5.356330	6.695544
ENSONIG00000028091	lto1	LG1	-	8439982	8442585	15.766340	17.843954	22.305374
ENSONIG00000018091	fgf3	LG1	+	8508352	8512488	0.000000	0.000000	0.000000
ENSONIG00000038942	-	LG1	+	8566438	8613648	0.000000	0.000000	0.000000
ENSONIG00000040953	-	LG1	-	8582415	8586738	0.000000	0.000000	0.000000
ENSONIG00000029025	-	LG1	-	8587134	8587826	0.000000	0.000000	0.000000
ENSONIG00000041528	-	LG1	-	8606314	8612674	0.000000	0.000000	0.000000
ENSONIG00000030513	-	LG1	+	8607513	8608910	0.000000	0.000000	0.000000
ENSONIG00000032798	-	LG1	+	8619036	8622965	0.000000	0.000000	0.000000
ENSONIG00000007898	TNNT3	LG1	+	8626896	8655406	20.108261	31.527046	39.409573
ENSONIG00000007897	myod2	LG1	-	8656120	8660397	0.000000	0.000000	0.000000
ENSONIG00000026233	-	LG1	+	8660939	8665611	0.000000	0.000000	0.000000
ENSONIG00000041851	-	LG1	-	8750831	8752255	0.000000	0.000000	0.000000
ENSONIG00000038030	-	LG1	+	8757253	8771289	0.000000	0.000000	0.000000
ENSONIG00000008300	celf1	LG1	-	8820551	8891750	0.000000	0.000000	0.000000
ENSONIG00000041355	-	LG1	+	8866814	8869558	0.000000	0.000000	0.000000
ENSONIG00000027795	A3GALT2	LG1	-	8947014	8951598	49.797375	62.275280	77.845612
ENSONIG00000042626	-	LG1	+	8947724	8949151	0.000000	0.000000	0.000000
ENSONIG00000036840	MAPK8IP1	LG1	-	8966788	9015384	0.000000	0.000000	0.000000
ENSONIG00000027873	-	LG1	-	9017023	9020457	1.001325	1.133275	1.416621
ENSONIG00000034018	-	LG1	-	9024438	9026284	0.000000	0.000000	0.000000
ENSONIG00000040487	-	LG1	-	9113167	9114180	0.000000	0.000000	0.000000
ENSONIG00000005915	-	LG1	+	9328157	9356191	2.103900	7.473377	9.341904
ENSONIG00000005912	slc1a2a	LG1	+	9358522	9380115	0.000000	0.000000	0.000000
ENSONIG00000042636	hsd17b12b	LG1	-	9379675	9594270	15.952243	24.561527	30.702501
ENSONIG00000005908	apip	LG1	+	9395478	9406053	8.138973	18.610392	23.263441
ENSONIG00000020451	LRRC4C	LG1	+	9476612	9478498	0.000000	0.000000	0.000000
ENSONIG00000036270	-	LG1	-	9568264	9569486	0.000000	0.000000	0.000000
ENSONIG00000005886	ttc17	LG1	-	9617116	9634761	6.508982	10.484997	13.106502
ENSONIG00000040460	traf6	LG1	+	9634545	9639789	9.251630	10.732970	13.416473
ENSONIG00000005867	trpm5	LG1	-	9640814	9658304	0.000000	0.000000	0.000000
ENSONIG00000005859	kcnq1.1	LG1	-	9665425	9706230	0.000000	0.000000	0.000000
ENSONIG00000034475	luzp2	LG1	+	9799702	9940679	2.617021	2.961880	3.702421
ENSONIG00000036464	-	LG1	+	10041918	10043516	0.000000	0.000000	0.000000
ENSONIG00000023333	-	LG1	-	10092819	10112769	46.502171	52.630005	65.788780
ENSONIG00000020450	fibinb	LG1	+	10143529	10144158	14.301587	16.186182	20.233120
ENSONIG00000005854	bbox1	LG1	+	10150923	10168779	1.597933	1.808501	2.260670
ENSONIG00000005841	MADD	LG1	-	10157864	10211197	2.151685	5.632257	7.040457
ENSONIG00000005828	nr1h3	LG1	-	10222043	10231276	18.542698	21.538961	26.924223
ENSONIG00000031018	arl14ep	LG1	+	10233638	10238001	20.763359	23.499454	29.374889
ENSONIG00000005824	KCNA4	LG1	+	10263597	10265701	0.000000	0.000000	0.000000
ENSONIG00000005822	cd151l	LG1	-	10367274	10385536	74.801514	84.658493	105.825172
ENSONIG00000005821	tmem138	LG1	+	10393108	10395062	1.779798	2.014331	2.517963
ENSONIG00000005817	-	LG1	-	10395749	10416368	1.638960	1.854934	2.318713
ENSONIG00000005804	ddb1	LG1	+	10416303	10461039	17.569305	23.097929	28.872972
ENSONIG00000027294	tspan4a	LG1	-	10478910	10637100	3.229040	4.384295	5.480474
ENSONIG00000005800	taldo1	LG1	+	10640399	10849886	88.696930	256.815948	321.026184
ENSONIG00000005791	SIN3A	LG1	+	10671208	10816822	4.513893	5.911078	7.388991
ENSONIG00000012848	crabp1b	LG1	-	10687975	10694891	5.885876	14.961048	18.701674
ENSONIG00000005782	slc25a44b	LG1	-	10698540	10702816	1.489637	1.685934	2.107459
ENSONIG00000005774	PSMA4	LG1	+	10704614	10736171	34.338810	38.863811	48.580708
ENSONIG00000005770	rbpms2b	LG1	+	10736673	10747278	35.011631	81.857277	102.323586
ENSONIG00000005763	cpeb1b	LG1	+	10757202	10766850	0.000000	0.000000	0.000000
ENSONIG00000034644	rps17	LG1	-	10771897	10777132	2006.994995	2317.981689	2897.533203
ENSONIG00000005753	csnk1g1	LG1	-	10778694	10812687	0.853740	5.090123	6.362777
ENSONIG00000005744	SNX1	LG1	-	10817945	10826369	6.805295	13.583987	16.980314
ENSONIG00000005730	neo1a	LG1	-	10832218	10983304	1.180164	4.069088	5.086459
ENSONIG00000005728	bbs4	LG1	-	11050013	11058612	1.300499	1.635167	2.043999
ENSONIG00000005721	scamp2l	LG1	-	11066182	11071027	20.823851	23.567919	29.460468
ENSONIG00000005713	myo9aa	LG1	-	11075504	11171015	1.134264	6.054357	7.568093
ENSONIG00000020449	senp8	LG1	+	11172333	11172998	5.873874	6.647905	8.310042
ENSONIG00000005711	GRAMD2A	LG1	-	11185029	11208766	0.000000	0.000000	0.000000
ENSONIG00000005706	znf609b	LG1	-	11213538	11264042	0.000000	0.000000	0.000000
ENSONIG00000005703	trip4	LG1	-	11299282	11379202	3.403166	3.851619	4.814617
ENSONIG00000005698	chrna7a	LG1	-	11382715	11404288	0.000000	0.000000	0.000000
ENSONIG00000005697	cln6a	LG1	+	11390620	11416947	2.300189	9.951428	12.439526
ENSONIG00000030053	-	LG1	-	11419409	11420554	0.000000	0.000000	0.000000
ENSONIG00000005694	calml4a	LG1	+	11421264	11425066	0.000000	0.000000	0.000000
ENSONIG00000005678	ADAMTS7	LG1	-	11429247	11500328	0.000000	0.000000	0.000000
ENSONIG00000005664	itga11a	LG1	-	11508144	11559419	2.127700	4.671202	5.839116
ENSONIG00000041808	-	LG1	-	11565197	11567266	0.000000	0.000000	0.000000
ENSONIG00000005661	CORO2B	LG1	+	11583653	11627688	1.841643	2.523587	3.154545
ENSONIG00000005652	anp32a	LG1	-	11627454	11633330	14.694014	31.493008	39.367023
ENSONIG00000013224	glceb	LG1	+	11692606	11745431	1.422515	1.609967	2.012498
ENSONIG00000013225	paqr5a	LG1	+	11762389	11771725	30.870941	35.103752	43.880539
ENSONIG00000027988	-	LG1	+	11773847	11774642	0.000000	0.000000	0.000000
ENSONIG00000002977	-	LG1	-	11774631	11775895	0.000000	0.000000	0.000000
ENSONIG00000013226	kif23	LG1	+	11775851	11789159	1.333157	1.612682	2.015892
ENSONIG00000013230	TLE3	LG1	-	11923413	11949569	5.680879	12.846187	16.058046
ENSONIG00000042496	-	LG1	-	12003347	12059922	0.000000	0.000000	0.000000
ENSONIG00000013232	UACA	LG1	-	12081065	12118593	1.843784	2.160837	2.701099
ENSONIG00000013241	-	LG1	-	12124118	12133717	10.993100	19.062490	23.828575
ENSONIG00000013250	-	LG1	-	12141131	12143767	0.000000	0.000000	0.000000
ENSONIG00000013251	PIAS1	LG1	-	12149998	12203602	0.000000	0.000000	0.000000
ENSONIG00000027793	-	LG1	-	12208497	12211097	0.000000	0.000000	0.000000
ENSONIG00000013261	skor1a	LG1	-	12223569	12229601	0.000000	0.000000	0.000000
ENSONIG00000036681	map2k5	LG1	-	12246260	12304178	2.873275	3.264893	4.081195
ENSONIG00000013271	-	LG1	-	12330771	12356255	4.420113	5.002574	6.253339
ENSONIG00000013280	smad6a	LG1	-	12413990	12430157	58.507912	66.217804	82.773865
ENSONIG00000013283	tmem208	LG1	-	12445314	12447701	32.471035	36.749912	45.938282
ENSONIG00000042582	-	LG1	-	12449430	12450786	0.000000	0.000000	0.000000
ENSONIG00000020887	STOM	LG1	+	12449845	12450913	12.155797	13.757630	17.197371
ENSONIG00000013286	slc39a1	LG1	+	12456295	12460490	4.529346	5.126202	6.407876
ENSONIG00000013288	-	LG1	+	12465789	12472015	0.000000	0.000000	0.000000
ENSONIG00000013290	ABHD2	LG1	-	12499777	12512768	4.989480	6.572971	8.216373
ENSONIG00000013296	mfge8a	LG1	+	12514343	12526400	3.712500	9.492154	11.865423
ENSONIG00000013302	HAPLN3	LG1	+	12529402	12532196	0.000000	0.000000	0.000000
ENSONIG00000013305	mibp2	LG1	+	12541708	12543898	1003.313843	1135.525757	1419.434692
ENSONIG00000013317	slc30a4	LG1	+	12552398	12577993	8.223331	16.206350	20.258329
ENSONIG00000013314	bloc1s6	LG1	-	12554005	12558470	26.619429	30.127209	37.659740
ENSONIG00000038594	zgc:153317	LG1	-	12574069	12575302	115.211960	130.394043	162.995712
ENSONIG00000021870	oni-mir-147	LG1	-	12574206	12574268	0.000000	0.000000	0.000000
ENSONIG00000013321	afg2b	LG1	-	12575591	12580353	5.011202	5.671554	7.089580
ENSONIG00000013323	-	LG1	+	12582434	12599125	44.391792	59.098114	73.874077
ENSONIG00000013335	dtwd1	LG1	-	12599677	12606553	2.980911	3.373721	4.217233
ENSONIG00000013338	fgf7	LG1	-	12612783	12617858	19.281553	21.822384	27.278511
ENSONIG00000013341	cops2	LG1	+	12654545	12662016	36.516129	47.421932	59.278561
ENSONIG00000013343	SECISBP2L	LG1	+	12664980	12679196	10.944688	15.003072	18.754204
ENSONIG00000030018	-	LG1	+	12686275	12694360	0.000000	0.000000	0.000000
ENSONIG00000013348	FBN1	LG1	+	12712249	12771472	17.328402	22.244749	27.806477
ENSONIG00000013362	dut	LG1	-	12772693	12775554	35.143940	48.694771	60.869648
ENSONIG00000013374	myef2	LG1	+	12800690	12810272	20.239773	39.270145	49.088634
ENSONIG00000033946	slc24a5	LG1	-	12811334	12816399	0.000000	0.000000	0.000000
ENSONIG00000042066	-	LG1	+	12821815	12823477	33.221210	37.598942	46.999588
